betaT,delta1,piT,betaS,delta2,piS,ttau,log10TN,w,k1,k2,gamma,T10,T20,I10,c
7.694316776679149e-06,1.003295784963642,4.910723323775731,1.2333879850837135e-08,2.7326198620348654,44.743454091434494,15.122518453337952,7.901494676111579,0.08282435006679,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
8.952878632995676e-05,0.7359700250479704,3.4276879939447307,3.9009900247058134e-09,3.803953233885143,35.56939171787997,15.15735512231145,7.993952121966877,0.10126907076212888,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.3083752123673332e-05,0.7464560574323427,4.54456542428991,3.4356560296061997e-08,2.019332711998678,25.427083151023155,13.473094224894329,7.791534859189754,0.09362691591310232,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.000477226248797e-05,0.9733984708735904,4.9069748165941816,5.062446989676292e-08,1.7996460060280588,8.384906375965706,13.864050709945628,7.978091226396706,0.052465368028665894,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.92763131448544e-05,0.6671550877922459,2.078575546484989,3.820723142897141e-09,1.7680330784811644,81.72154656741435,15.765676415937078,8.234567950388703,0.12461961554093473,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
8.242744750542938e-05,0.9165968949865803,4.875038715826107,2.659435281818278e-08,2.9431694082829463,35.910778362430136,13.79821364225385,8.016503888896628,0.025137818608366592,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.234714459077587e-05,0.7967868015618779,1.7710097308378827,3.582074265847145e-08,1.2421164913120584,12.8049374759322,13.869878269356688,8.6429887895274,0.08043756653182522,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.9433749227711195e-05,0.6514118754033575,4.337491403269973,1.1836105335656818e-08,2.869410171971038,41.12016524371963,16.20018443304085,8.106403055679417,0.0416801649814342,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.789171191134876e-05,0.9770113804861782,4.4954839511013365,1.6267734010440202e-08,1.5598711501787397,21.165803521000505,14.58983119529872,8.465407346658637,0.08427690422382414,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.180948621845052e-05,0.7767108755828673,2.3530701131717535,4.656667398494716e-09,2.1852373961405873,24.80835070060619,14.652568503238053,7.941750127412742,0.033521802880149,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.6162773602862396e-05,0.5848576759920312,3.7155327982810604,2.1711166193855694e-08,2.4013815109900354,2.156087523211376,13.101564285835932,8.071568400076936,0.0184544788762716,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.280440543566297e-05,0.6535388514603727,4.686211719148716,6.198703475764834e-08,2.5697142052667203,35.73874138797254,13.984509461114843,8.098520664346513,0.04983056804181462,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.165427312339863e-06,0.8048191126701567,1.3639744455232456,5.1687531797042894e-08,3.1364038808482633,30.01786625549795,14.053707380822068,8.249833795829812,0.03556160072869169,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
5.694428487635754e-05,0.9840623470814296,2.648962728097705,3.537366498332913e-08,1.7604143865776694,8.960297466023544,12.526624707723307,8.262973585835004,0.10009370080363819,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.5988398957496396e-05,0.8044846121967014,3.7616890003123857,2.901210938406514e-08,3.8964545530745816,25.21000743234506,13.967704652422732,8.100293695738173,0.09778636051141748,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.549078761895037e-05,0.8402605969227728,5.00931514594228,6.324808479617452e-08,2.4483593219984057,33.24016014821872,13.526756425753417,8.549862198635452,0.11279220646949911,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
8.826925035420349e-05,0.7478415072068609,2.9796317020810776,8.635259447109825e-08,1.2805985211088624,5.899397467446335,15.976102549860169,8.237422822573047,0.10461380202193574,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.0443684855847135e-05,0.6266916336186934,3.4702373879639232,3.7059490734634155e-08,1.8003961027752347,36.357846089823994,14.52088695718276,8.172481705195082,0.1424803933145099,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.6292739737396756e-05,0.8524693836981109,3.2421168062075227,1.514491952875347e-08,2.1069290970943895,20.967271397059925,13.699993274188692,7.885231942573996,0.03610008282201327,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.3357499068326591e-05,0.7341606650256726,4.905327000596511,3.9491893733710854e-08,2.8706786028491935,33.14749478451911,12.729102406345415,8.336537731629212,0.007652227213988526,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
0.00010662898474321486,1.0508052498778588,3.0170038876499095,3.727328925886281e-09,1.956834519482824,16.642470605533973,15.34936086479772,8.308117322115432,0.0015195976602211947,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
9.14866856730146e-05,0.7368840741875111,2.7480724286592855,2.61200702123025e-09,1.7839719980543314,33.66284671725292,15.483982514304152,8.21105815765176,0.13131492659038038,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.8899223148166816e-05,0.8571996229281152,3.8475814520358624,1.1260940754437469e-08,1.8575284827260892,21.18478607015689,13.58526941630353,8.446172038388012,0.040908782130539625,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.399040569081588e-05,0.9481851386215994,4.499787414498346,1.0771777095064116e-08,2.9634204849680255,25.106750104425927,13.552288236735546,8.220840205873523,0.18613277542404794,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.9879240919400914e-05,0.9613018353308338,3.3289341753238983,6.360983073125131e-09,1.9468757568003232,42.38368691471102,15.980828625840132,8.621539945696837,0.12524632189754326,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.080016126198758e-05,0.9236237174057659,1.2388638294417698,2.7700727434633864e-08,2.906471274606823,13.053110276335856,14.49228669580584,7.983363944801534,0.12124729204132864,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
5.584227987737802e-06,0.8183095247243406,4.555473435294314,2.816258932427807e-08,2.3232168718460717,66.68777052658028,15.743322063905593,8.373379349626969,0.06946851384440102,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.4772061432710907e-05,0.8767773623902801,4.905036801737078,2.5124671908931084e-08,1.7950829447501553,42.78894024603287,15.010774588194632,7.9374961664569055,0.08409315340682325,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.361914420010687e-05,0.8609451154106001,4.712396290353134,1.9355790987009192e-08,1.8571993517793868,7.735551692036972,14.918083910051376,8.4557693973842,0.051190754962712234,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.4927556115220245e-05,0.6877478546904057,2.5718534372740094,1.3677056815006951e-08,1.2852712302170801,41.000628518117765,15.2198401655617,8.288317688987679,0.08593654019509779,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
0.0001251831542272299,0.7762742521487864,0.6535615272568989,2.2999342661679308e-08,2.156109173655698,17.54678570521543,14.135613907442048,7.940470709235597,0.07924625625164824,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.300787868983658e-06,0.7332628632416271,4.97446180458473,5.6708712092751507e-08,1.434636739012826,52.31976680705266,15.256735756100365,8.42646595498585,0.13878358383541584,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.572406058145009e-05,1.130237157602358,4.377857127627601,1.562421751073783e-08,2.3912566401975486,51.28053986477342,16.15696343832535,8.18925583344172,0.009600538254719099,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.745398548589307e-05,0.928345076787905,3.583703039076695,5.000227749708271e-08,1.9968536416909635,58.66436212055079,15.704883979774412,8.595831753324564,0.009485485704024264,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.0474176888561436e-05,0.9490518348053263,5.04690112924252,2.5557398253890645e-08,3.7114984322013127,2.718327171310378,13.675115163422472,7.738229582386767,0.07852943578967778,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.952974073043207e-05,1.1122013760781149,0.4262217863007667,4.300973761702103e-08,2.548238976353821,55.85399851721113,14.772797670385646,7.850903548335546,0.01519659150935413,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
8.020647021164993e-06,0.8274562886089387,3.3556751897797614,1.3692304092219636e-08,2.385161266911881,2.0056496126722987,16.40417070141967,8.102063784322253,0.026032952054449145,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.679012691512874e-05,1.0709604645157653,2.775640327186891,2.1934584578929904e-08,2.2835440331969568,45.487235294850684,14.399638550143997,8.019737663336507,0.15932493295799224,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.2493682999769117e-05,0.6192990316733713,2.60032169444904,7.75429307175128e-08,2.161320293380124,18.0508493418581,12.700286590534539,8.005421141664755,0.07504265821903966,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.965848159550497e-05,0.9701583132845141,3.6416652714957025,3.286390219327802e-08,2.593586352796257,12.248449842569011,15.561931273985687,8.37552750071632,0.03215366250223546,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.4723452264762202e-05,1.0623356927785217,0.991081189323344,4.062882334346403e-08,1.7192212422595863,2.92595838931536,15.199931199983956,8.09989084235597,0.10157999168782039,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.398455180704463e-05,0.8207962449408548,2.164338242458864,2.758929925010211e-08,2.5289287790869888,2.9339646388214264,13.655946782880863,8.159885713955086,0.09193766487488536,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.367100850608704e-05,0.6089351935235894,2.8322179787988366,1.3674043418933805e-08,2.29987315527457,33.1034643110775,15.705215902149446,8.172984820469908,0.09097666928881358,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.293911350473409e-05,0.9188612468085247,5.368702866715702,3.736284857619172e-08,1.8686657017947481,2.6576375921400395,14.360740098468797,8.104729125426681,0.07403106116767356,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
0.00010721370872375462,0.8499762463484363,3.628127365689794,1.3463776408842563e-08,2.604328022580537,25.693512073849803,13.669586482856172,8.280853645353204,0.12277972938225166,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
9.125144045558987e-05,0.8438603558434024,5.479047288514179,4.813784862367835e-08,1.3359380160046879,48.661381985816206,14.618861522126524,8.041448134330723,0.17879412092208374,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.617581198629421e-05,0.9166358261236944,4.333116137047346,2.3791280925405674e-08,2.5900564134665243,8.420367315301768,13.220167901419174,8.105975917463649,0.09462926729385049,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.647466950434198e-05,0.7799704709498736,2.7520686181196283,1.6294916736599145e-08,3.1360362437710365,24.72482942613354,14.087466151612691,7.6811621353374,0.07679920069844734,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.162455671346797e-05,0.6923247191646812,5.00505389145158,5.983470729308686e-08,2.5435444869521184,52.16651037016377,15.547893127785379,8.453405140941431,0.009760433037893,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
0.00013009753916390701,0.5723431422410832,3.5816401069236807,8.866529373569657e-08,2.4867247375849164,45.736063149242376,13.013636503755219,7.711164885151257,0.019231929185238174,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.743439963475037e-05,0.7981697414915517,2.5556192597757796,2.295921944222096e-08,3.138413199699669,51.07328115333417,14.963575182187352,8.472778137350568,0.057314144627321144,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
8.638205638353564e-05,0.8977673237021211,2.676917559109832,3.7468630515541347e-08,1.5960432083857958,59.631818864375965,14.586316699143735,7.984628692327605,0.02446395218605931,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.389496577052068e-05,0.7613320226041554,3.1069348244111157,2.2536532737795044e-08,1.8656466364089115,56.531239648749185,15.612185149306068,8.374792172790768,0.02132461857670332,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
0.00014962263234370048,0.9607158098346088,1.8932328624080628,1.3859047960108742e-08,1.343059539673802,75.31410906211282,14.55072728108107,7.995134588284212,0.10253471663899538,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.1981194410902915e-05,0.9885774570252952,1.1635305417167094,2.6139097124111266e-08,2.8701945015683923,27.342883017478233,14.683322986030435,8.440496563961045,0.11131916711563086,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.3491088520102763e-05,0.5801795159175709,3.019819873305258,2.4997750266840772e-08,2.827178999670539,11.793491026320021,15.50814500322192,7.900511011670688,0.05221704531467819,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.24395439193957e-05,1.1902841511927922,3.3404379393213146,1.7642715411617024e-08,1.402809767204641,17.965836449103218,14.290244144692975,7.707331555396608,0.055516335372408604,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.8004236758050565e-05,1.1259564217990143,4.334823945372776,3.542025733221342e-08,2.6136363403917238,16.33946294913093,15.293826287926402,8.328594766295845,0.0568315705440331,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.8879357201503517e-05,0.6997498344818159,5.404513506593694,1.9245203054117173e-08,1.2657814193944947,62.69297448819264,15.58202470358601,8.193873349410222,0.030059919476478344,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.974403674809e-05,0.93235787148623,4.303387179800801,1.621156020239246e-08,2.102452974310592,34.56945251297864,15.83574150642205,8.025370880296611,0.09584580874569273,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
0.00011054664651386875,0.7407655856124001,2.4772691352029517,1.7691135500443436e-08,2.190332887688199,11.312115227372953,13.759749136633937,8.04410678210692,0.008898957676576572,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.8231855662085925e-05,0.9189348418768414,5.483633095240546,2.677923843468111e-08,3.064847228237751,12.013367990385897,14.621830881335072,8.224472560471144,0.12637321138840008,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.559570120997759e-05,0.9156155484918135,3.9539256702139984,5.868230197997762e-09,3.0435259395624046,89.22256142161555,15.15618065616717,8.155792252116116,0.1178372670072354,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.3133959188744596e-05,0.6539374350621412,3.159541368270285,3.85298371937631e-09,1.8477948705909624,11.822604460868318,15.995512687289205,8.258406851566876,0.061611889388423234,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.655465223331102e-05,0.9006058527002015,2.2553278475429144,1.35450284890423e-08,2.467794444450124,42.66741214112278,15.913789426432661,8.03282816650655,0.041530271062262404,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
5.7346773800476734e-05,0.6704960200989447,3.329202001457276,1.8533827726360246e-08,3.3505024449090195,13.088684923579624,14.461453725257815,7.996141335940116,0.13166315384330046,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.536822478291504e-05,0.7168755561795759,2.754984288573181,3.12156029873383e-08,3.006986960912703,4.454277986005569,13.103967491015835,7.969641775750605,0.25855290212511367,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.031480435706136e-05,0.8939842067132036,2.4784273608561156,7.186770020793348e-08,1.7476094629649317,46.15627041798187,16.19180523591189,7.980601426689325,0.13886007148588814,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.110565443625187e-05,0.8501156164245732,3.2731459317496823,2.7620499889371593e-08,2.067491571414697,57.73368425772714,16.18726067160765,8.267618831672387,0.06345413383408241,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
0.00014153482422735603,0.8106369919614577,3.2790413255815283,2.797162944142338e-08,3.476146594613253,69.35931417364182,14.409765413424031,8.296521523100838,0.03612427745539186,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
0.00010775949880433326,0.7185202389631884,2.911247114168186,2.8012795146476853e-08,3.3256647723750485,28.551343542692198,14.616189004003811,8.28259900108488,0.08109188831510636,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
9.510610628111682e-05,0.950578384126717,3.4728527010071706,2.435824688864098e-08,3.415452149589965,30.307088441363824,14.97628833423809,8.4523141898519,0.23959033396886953,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.959903551791222e-05,0.912988066516806,4.752175164063736,2.0663072933820526e-09,2.1351181272670514,11.33902613408822,16.461413853050505,8.403742838474836,0.12096980421158199,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.117938440787904e-05,0.9002824399230006,5.508181166605361,7.762732098989266e-08,1.933927643241884,5.619313332658539,14.271195924647527,8.310881336614315,0.0489362129897651,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.609146157880709e-05,0.6925213872943836,4.215579630536255,4.780325559122183e-09,2.828278805244357,61.741820554420656,14.35978767472808,8.333759234183793,0.07368312747958009,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.380878748981582e-05,0.9116286616569307,4.18821820111345,1.1027788310008827e-08,2.2816974033302295,31.298936125061207,15.701756404147636,8.091493289148522,0.06801382878315951,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.3155185973204674e-05,0.8959785619115058,4.361147959717364,1.5515244827190418e-08,2.4073250623058677,72.34064878541867,14.881342034655086,8.64871051518669,0.07716215976778178,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.2483437967849494e-05,0.8773605771433782,5.003220916370697,3.810277506568404e-08,1.8379022985691034,73.74732687533174,13.81089130344728,7.916613006944794,0.14550805986249984,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.8517141064222828e-05,0.8230455874004837,2.7131872596512476,3.969668191414811e-08,3.123998130901322,47.06020141235889,15.56082820064012,8.322981654143634,0.18774878620231902,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.69500584499846e-05,0.9685993620715431,5.137474569291131,6.014683554593751e-08,2.5628962342987895,26.878543959858305,14.027401321218681,8.219285389350164,0.00490251029526316,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.3441834982486169e-05,1.0473380692714305,3.8862112446438624,5.5078579827305664e-08,1.939116025505487,18.593403028859097,13.30746218417158,8.272425887859558,0.05323656710210548,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.649939664573309e-05,0.9281100453944948,3.7212522865755804,1.7491809674826865e-08,2.446599327702299,26.13901788419009,13.54221356495226,7.808726942715819,0.05528280212967744,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.5942686721795965e-05,1.0276333706575553,4.450839760498735,2.6882538982165594e-08,1.8519355771801191,32.80194965601545,13.591821058363859,8.097408627320842,0.11184659459283763,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.4109760807107963e-05,0.7030070305651652,3.3175411938155914,8.170658038631118e-08,2.121727273249094,37.74860193869222,14.626492640143947,8.30770055070561,0.11075954767952861,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.9862149243999863e-05,1.1419402132886587,2.5544507869177444,7.737864609870866e-09,2.4333372063263363,30.15930627006187,16.122604918674003,8.350165320616206,0.05525103629094382,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
8.607868022390198e-05,0.985734111096711,1.6077802458769934,9.304883988826728e-08,3.7351358979257383,4.7149931999535815,15.124184808073798,8.581631281886589,0.046821367905850814,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
5.893642352649395e-05,1.0572461559949065,2.257913951277414,4.473627319940015e-08,2.5996860260984755,44.80181760948392,14.551199167225418,8.128901598966925,0.06360199704019084,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.377166137151132e-05,0.954853279738517,3.45661161674826,8.81912121278005e-09,2.3883700895332023,13.76106861203079,16.27653068003437,8.251093073348489,0.17623158191047805,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.068900192610892e-05,0.8120762972840391,3.400479857733884,1.2962329498297558e-08,3.2593645056533864,3.8109338960519095,14.662600804969726,7.780437794097082,0.07581815140622473,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.870656949081265e-05,0.9027045679738905,5.520012801979514,1.866077037348657e-08,2.4593171813277195,71.40523649938545,12.960188154802077,8.082089825872627,0.16914480245045405,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.949826138780352e-05,0.9811393033643697,4.755777785500443,2.6845360376602193e-08,3.615161034084113,24.75723074598222,14.969238588249802,8.2546057503924,0.07475999659824382,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.100597412194507e-05,0.8367071903958344,3.5277174759901424,2.9670499370593743e-08,2.4138896513491166,47.31053306729923,14.683413324871601,8.125681973432663,0.032829433847803,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.2323468236467825e-05,0.9048210921443436,5.056075766187627,4.589939628971722e-08,1.838750795845726,52.14764629538719,14.505295625734522,8.066879465884904,0.16657028949752084,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.47056725027009e-05,0.863355677102546,2.8271886547890466,3.4751282004545253e-08,1.4225364651333134,69.06746782793971,15.427310785827425,7.890380353972281,0.1266552384315015,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
8.797687585372708e-05,0.9700820201118134,4.355500397705144,2.9182159123083526e-08,2.366054327775842,43.21284733713934,14.190317960441666,8.234119176218833,0.11754693273039762,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
5.034630902539003e-05,0.6466094990591678,2.9534257049202552,2.4609901438637817e-08,1.8461096911388652,76.03626707246497,14.258705597724974,8.164479517261643,0.11888496261560999,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.841509896399619e-05,0.8340581326420055,2.6071898716663355,2.6076188462453673e-08,3.1012571166547285,28.477194578503852,13.826528700406392,8.697360319559792,0.13351203248397156,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.3041608238485014e-05,0.7618752595885643,2.1446875367236613,8.686081148853957e-08,2.301558409522577,30.500088899159827,15.056809803022448,8.332012437118438,0.10133375973404127,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
5.904278335782681e-05,0.7929959998641656,3.235688130697761,2.5161048464467438e-08,3.106397825691109,32.88025200141145,14.317590226259465,7.855538213445493,0.1481429062332244,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.8203235291608016e-05,0.6090071343943053,3.157080215665524,7.791063522266759e-08,2.638345814072185,24.077743270991427,12.923730687979656,7.8107463266609765,0.20711669046768355,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
9.358253221207995e-05,1.1489382623214688,2.5153652186128763,2.9720531614336775e-08,2.6748555982540463,30.749970115361307,14.604462078804747,8.051650220246843,0.13398734779335153,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.752736310448095e-05,0.7250959417204226,2.0059265176550607,3.2751246215610475e-08,1.7337287109445385,14.531729519970206,16.469315173357643,8.350959455123025,0.07229549922090098,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
0.00010400986167777635,0.7597180804279963,3.910238509938821,2.6263378523513514e-08,2.338125406242497,22.61608184092022,14.545349861515971,7.941412698860685,0.029268555267907375,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.777211613970986e-05,0.8017288460431574,4.4448853518049605,9.295151794060291e-09,1.898123038065075,33.83759557673821,13.786780003261267,8.063621004855184,0.05440410872845429,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.837410353637157e-05,0.7171582815820241,3.3324485629979885,5.639360019835641e-08,2.1776236994731493,52.9316394636394,15.088922332864732,8.427238946632832,0.000730180961416381,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.6834520820205398e-05,0.8839130218956207,2.8017049959088878,6.203685641844197e-08,1.3565893306636503,60.3086766420125,14.175262764261593,7.967973818954795,0.10764177094170901,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
5.0627024103970544e-05,0.8005693277049626,4.279553527914354,4.2025363480153736e-08,2.6232416125138305,107.91001281990341,15.30626053983729,8.65905474505705,0.045548358656802256,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.411564388386992e-05,1.1324924215865728,2.5851808725039613,4.355170375633552e-08,1.6914571209903446,24.538881282522787,15.213306746319278,8.480044877371373,0.11899262452078596,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.393098085178095e-05,0.9297080256265398,2.939206948844134,4.0320903482123755e-08,2.556769496390783,10.9843860081363,15.867443744448034,8.256201068999756,0.12774394448027504,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
9.709323489945078e-05,0.9294810658688787,5.213295316961374,7.1698481208809936e-09,2.192879183745743,49.17685608918712,15.164796417523423,8.067663798958058,0.07183690053415807,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.491009179344353e-05,0.8529878587432226,2.3470041077796564,2.097081305686598e-08,2.866790865040361,43.03607351438036,13.167674321481952,8.075238202573459,0.019955284945033534,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.386592304215134e-05,0.9865527273411476,3.344440889477792,1.3375514448367258e-08,1.9119521063811213,71.84954792571953,13.109934866665096,7.876513555168032,0.01378778932682518,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
